StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q4_4_TEXT,Q5,Q5_3_TEXT,Q6,Q10,Q11,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,Q13,Q14,Q15,Q16_First Click,Q16_Last Click,Q16_Page Submit,Q16_Click Count,Q17,Q18,Q19,Q20_First Click,Q20_Last Click,Q20_Page Submit,Q20_Click Count,Q21,Q22,Q23,Q24_First Click,Q24_Last Click,Q24_Page Submit,Q24_Click Count,Q25,Q26,Q27,Q28_First Click,Q28_Last Click,Q28_Page Submit,Q28_Click Count,Q29,Q30,Q31,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q33,Q34,Q35,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,Q37,Q38,Q39,Q40_First Click,Q40_Last Click,Q40_Page Submit,Q40_Click Count,Q41,Q42,Q43,Q44_First Click,Q44_Last Click,Q44_Page Submit,Q44_Click Count,Q45,Q46,Q47,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,Q49,Q50,Q51,Q52_First Click,Q52_Last Click,Q52_Page Submit,Q52_Click Count,Q53,Q54,Q55,Q56_First Click,Q56_Last Click,Q56_Page Submit,Q56_Click Count,Q57,Q58,Q59,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q61,Q62,Q63,Q64_First Click,Q64_Last Click,Q64_Page Submit,Q64_Click Count,Q65,Q66,Q67,Q68_First Click,Q68_Last Click,Q68_Page Submit,Q68_Click Count,Q69,Q70,Q71,Q72_First Click,Q72_Last Click,Q72_Page Submit,Q72_Click Count,Q73,Q74,Q75,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q77,Q78,Q79,Q80_First Click,Q80_Last Click,Q80_Page Submit,Q80_Click Count,Q81,Q82,Q83,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,Q85,Q86,Q87,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q89,Q91,Q92,Q92_1_TEXT,Q93,Q94,Q96,Q98,Q99,Q100,Q101,Q102,Q103,Q104,Q105,Q106,Q107,Q108,Q109,Q111
2019-10-30 08:31:34,2019-10-30 08:45:00,IP Address,137.56.43.148,100,805,True,2019-10-30 08:45:00,R_31NsXiQeQru9zSN,,,,,51.58349609375,5.0995941162109375,anonymous,EN,No,,Please write your answer below:,22,Female,,No,Lenny Kravitz,8239846,2.092,2.092,7.648,1,I did not recognise the person,David Beckham,8618,1.808,1.988,9.131,2,I got it right,?,1030991,1.947,2.774,8.759,2,I did not recognise the person,Barack Obama,534366,1.765,1.765,12.247,1,I got it right,Lady Gaga,17782843,3.048,3.048,6.1,1,I got it right,Emma Roberts,1434568,1.499,1.499,12.501,1,I got it right,Snoop Dogg,88923,1.486,7.971,9.721,2,I got it right,Vin Diesel,415175,1.838,1.838,50.848,1,I got it right,?,1700594,7.467,7.978,16.515,2,I did not recognise the person,Ashton Kutcher,274539,1.747,2.417,34.28,2,I got it right,Elton John,5052197,1.774,1.774,9.401,1,I got it right,?,31501,2.378,4.519,15.231,2,I did not recognise the person,Michelle Pfeiffer,62666,3.453,3.453,10.687,1,I got it right,?,18622157,1.722,1.722,11.57,1,"I recognised the person, but I could not remember their name",Vanessa Hudgens,3504698,1.755,8.873,9.2,2,I got it right,Justin Bieber,23680998,1.429,1.429,5.665,1,I got it right,?,1142794,1.916,1.916,9.329,1,I did not recognise the person,Katy Perry,16477368,1.441,1.441,5.196,1,I got it right,?,34016927,1.926,1.926,4.481,1,I did not recognise the person,Miley Cyrus,8135890,1.453,1.453,5.279,1,I got it right,Associate's and/or Bachelor's degree,Please write your answer below:,17.5,Humanities,Netherlands,TIROBO20,No,,IM_6ro6G3R8qpOI1b7,Quite good,Good,Good,6-7.5 hours,Adequate,<1 glasses,No,Yes,No,John Mayer
2019-10-30 08:36:03,2019-10-30 08:45:01,IP Address,137.56.60.38,100,538,True,2019-10-30 08:45:02,R_RnpXm3fZ1VDJ2zT,,,,,51.58349609375,5.0995941162109375,anonymous,EN,No,,Please write your answer below:,22,Female,,No,,102994,0,0,2.647,0,I did not recognise the person,Pope,23805,3.376,6.656,7.339,2,"I recognised the person, but I could not remember their name",,43568,0,0,2.27,0,I did not recognise the person,,54306,0,0,2.651,0,I did not recognise the person,,707815,0,0,1.874,0,I did not recognise the person,,415175,0,0,5.977,0,"I got it wrong, but the correct name was “on the tip of my tongue”",Messi,2150841,2.683,2.683,4.46,1,I got it right,Justin Bieber,23680998,2.089,2.089,6.601,1,I got it right,,93759,0,0,2.094,0,I did not recognise the person,,24953,0,0,4.382,0,I did not recognise the person,,31501,0,0,1.623,0,I did not recognise the person,,4781788,2.431,2.431,3.453,1,I did not recognise the person,,331124,0,0,5.677,0,I did not recognise the person,,265030,0,0,6.947,0,I did not recognise the person,,82061,2.66,2.66,3.473,1,I did not recognise the person,Gisele Bundchen,926934,1.747,1.747,11.951,1,I got it right,Nina Dobrek,20647767,6.715,6.715,16.755,1,I did not recognise the person,Mercury,42068,5.813,5.813,7.479,1,I got it right,,15852,0,0,2.51,0,I did not recognise the person,Lindsay Lohan,8490390,2.952,2.952,5.395,1,I got it right,Associate's and/or Bachelor's degree,Please write your answer below:,17,Humanities,Netherlands,RICOSI4,Yes,up to 5 years,IM_6ro6G3R8qpOI1b7,Adequate,Good,Quite good,6-7.5 hours,Good,<1 glasses,No,No,,"Maybe it is better to add an answer option ""I recognize the name, not the picture"""
2019-10-30 08:35:07,2019-10-30 08:45:10,IP Address,137.56.10.134,100,602,True,2019-10-30 08:45:10,R_3PuYQshbWfcYV1h,,,,,51.58349609375,5.0995941162109375,anonymous,EN,No,,Please write your answer below:,21,Male,,No,,42068,1.992,3.597,6.331,4,I did not recognise the person,Matt Damon,166959,1.38,1.739,6.502,2,I got it right,,242053,1.925,1.925,3.519,1,I did not recognise the person,Will smith,154698,0.941,0.941,5.302,1,I got it right,,327664,0,0,1.685,0,I did not recognise the person,Angelina jolie,5792809,1.015,1.015,6.887,1,I got it right,Justin bieber,23680998,3.465,3.465,9.153,1,I got it right,,91084,3.109,8.559,9.089,3,I did not recognise the person,,20647283,0,0,2.269,0,I did not recognise the person,,2279619,0,0,4.036,0,I did not recognise the person,,149709,0,0,32.302,0,I did not recognise the person,,6844407,0,0,1.716,0,I did not recognise the person,Hulk hogan,301775,0.947,0.947,4.949,1,I got it right,,26954,2.42,2.42,2.97,1,"I recognised the person, but I could not remember their name",Princess diana,24095,1.774,3.135,15.554,2,I got it right,Che guevara,38301,1.495,18.537,23.534,5,I did not recognise the person,Will ferrell,179331,1.489,1.489,5.682,1,I got it right,,17173785,0,0,1.333,0,I did not recognise the person,Nicolas cage,21111,1.014,1.014,7.647,1,I got it right,,6064346,0,0,1.179,0,I did not recognise the person,High School,Please write your answer below:,14,Science and Technology,Netherlands,SeHuIs14,No,,IM_6ro6G3R8qpOI1b7,Good,Quite good,Quite good,6-7.5 hours,Quite good,<1 glasses,No,No,,No suggestions
2019-10-30 08:34:50,2019-10-30 08:46:04,IP Address,137.56.33.193,100,673,True,2019-10-30 08:46:05,R_2QEh9wMR7V6uL2g,,,,,51.58349609375,5.0995941162109375,anonymous,EN,No,,Please write your answer below:,19,Male,,No,Lionel Messi,2150841,2.104,2.104,6.541,1,I got it right,nehh,306401,3.969,3.969,15.691,1,I did not recognise the person,Amy Winehouse,939583,2.15,2.15,8.281,1,I got it right,"Chris ""the rock"" Johnson",156126,1.533,1.533,13.609,1,I got it right,,144171,0,0,3.783,0,I did not recognise the person,Michael Jackson,14995351,2.583,2.583,6.372,1,I got it right,,39879,0,0,1.387,0,I did not recognise the person,,37313,0,0,3.478,0,I did not recognise the person,Rihanna,2110323,2.15,2.15,6.133,1,I got it right,,12684530,0,0,1.468,0,I did not recognise the person,Bjorn Börg,383926,4.382,4.382,11.488,1,I did not recognise the person,,6162301,0,0,3.51,0,I did not recognise the person,Kim Kardashian,19394613,2.672,2.672,6.458,1,I got it right,,43115,0,0,1.41,0,I did not recognise the person,,30029,0,0,1.376,0,I did not recognise the person,,153295,0,0,6.093,0,"I recognised the person, but I could not remember their name",,15852,0,0,2.707,0,"I recognised the person, but I could not remember their name",Jordan,459304,2.369,2.369,7.88,1,I did not recognise the person,,980836,0,0,2.713,0,I did not recognise the person,Steve Jobs,7412236,2.219,2.219,8.26,1,I got it right,High School,Please write your answer below:,15,Other,Netherlands,00,No,,IM_6ro6G3R8qpOI1b7,Quite poor,Good,Good,6-7.5 hours,Quite good,<1 glasses,No,No,,Why just showing western celebrities
2019-10-30 08:36:42,2019-10-30 08:46:34,IP Address,137.56.51.76,100,591,True,2019-10-30 08:46:35,R_2XnUNYw04yfeQVa,,,,,51.58349609375,5.0995941162109375,anonymous,EN,No,,Please write your answer below:,22,Female,,No,jackie chan,144936,1.527,1.527,4.225,1,I got it right,scarlett johanson,20913246,1.756,1.756,18.915,1,I got it right,tiger woods,43356,1.783,1.783,8.901,1,I got it right,,154971,1.807,1.807,11.05,1,"I recognised the person, but I could not remember their name",,27848,0,0,9.154,0,I did not recognise the person,justin timberlake,4429395,1.505,1.505,13.837,1,I did not recognise the person,,379216,1.164,1.164,4.591,1,I did not recognise the person,barack obama,534366,0.998,4.096,6.084,2,I got it right,hugh hefner,14279,1.528,1.528,5.319,1,I got it right,,528673,0,0,5.071,0,I did not recognise the person,,217790,0,0,9.314,0,I did not recognise the person,johnny depp,71870,1.269,1.269,5.08,1,I got it right,,665823,7.265,7.265,12.219,1,I did not recognise the person,,171268,1.272,1.272,7.724,1,"I recognised the person, but I could not remember their name",kristen stewart,2629332,1.255,1.255,5.881,1,I got it right,,23035,0,0,5.565,0,"I recognised the person, but I could not remember their name",,202664,1.454,1.454,12.694,1,"I recognised the person, but I could not remember their name",,246185,0,0,1.971,0,"I recognised the person, but I could not remember their name",john lennon,15852,5.113,5.113,9.229,1,I got it right,steve jobs,7412236,2.383,2.383,8.681,1,I got it right,Associate's and/or Bachelor's degree,Please write your answer below:,17,Other,Netherlands,JUVEMA06,No,,IM_6ro6G3R8qpOI1b7,Quite poor,Quite good,Quite good,6-7.5 hours,Adequate,<1 glasses,No,Yes,No,"Maybe add an option when showing the name of the celebrity whether participants recognized the name of the celebrity "
2019-10-30 08:41:40,2019-10-30 08:46:41,IP Address,137.56.9.162,100,301,True,2019-10-30 08:46:42,R_2Bb31xCTBy9TEog,,,,,51.58349609375,5.0995941162109375,anonymous,EN,Yes,TOELSO26,,,,,,Al Pacino,42148,2.11,11.873,15.648,2,I did not recognise the person,,44059,1.195,1.195,7.123,1,"I got it wrong, but the correct name was “on the tip of my tongue”",John Cusack,53327,1.25,1.25,6.447,1,"I got it wrong, but the correct name was “on the tip of my tongue”",Stan Lee,37313,1.509,1.509,6.659,1,"I got it wrong, but the correct name was “on the tip of my tongue”",,690389,1.257,1.257,9.353,1,"I got it wrong, but the correct name was “on the tip of my tongue”",Muhammed Ali,63747,1.269,1.269,8.363,1,I got it right,,213163,1.359,1.359,4.61,1,"I recognised the person, but I could not remember their name",Brad Pitt,44849,1.141,1.141,4.28,1,I got it right,,105439,0,0,1.792,0,I did not recognise the person,,43568,1.206,1.206,12.748,1,"I recognised the person, but I could not remember their name",Justin Bieber,23680998,1.033,1.033,5.117,1,I got it right,Charlize Theron,43084,1.236,1.236,9.536,1,I got it right,,652402,0,0,3.031,0,I did not recognise the person,,891226,0.927,0.927,21.606,1,"I got it wrong, but the correct name was “on the tip of my tongue”",,305487,0,0,1.676,0,I did not recognise the person,Lady Gaga,17782843,1.165,1.165,3.934,1,I got it right,50 Cent,192481,1.15,1.15,3.987,1,I got it right,,3841,1.961,1.961,2.675,1,I did not recognise the person,,1955932,0,0,1.331,0,I did not recognise the person,Jamie Lynn Spears,97803,1.247,1.247,7.638,1,I got it right,Associate's and/or Bachelor's degree,Please write your answer below:,16,Humanities,Netherlands,,No,,IM_6ro6G3R8qpOI1b7,Quite good,Adequate,Adequate,6-7.5 hours,Quite good,<1 glasses,No,No,,Nope.
2019-10-30 08:42:22,2019-10-30 08:46:49,IP Address,137.56.6.236,100,266,True,2019-10-30 08:46:49,R_2CBLihDn1dGCBFg,,,,,51.58349609375,5.0995941162109375,anonymous,EN,Yes,ROYVEI08,,,,,,Ronaldo,623737,0.881,0.881,7.029,1,I got it right,,162617,0,0,2.414,0,"I recognised the person, but I could not remember their name",,8239846,0,0,2.183,0,"I got it wrong, but the correct name was “on the tip of my tongue”",,86665,0,0,4.775,0,"I recognised the person, but I could not remember their name",,33209238,0,0,2.277,0,I did not recognise the person,,5052197,0,0,2.19,0,"I recognised the person, but I could not remember their name",,170409,0,0,1.465,0,I did not recognise the person,,43223,0,0,1.454,0,I did not recognise the person,,3991193,0,0,2.544,0,I did not recognise the person,,43373,0,0,3.931,0,I did not recognise the person,,26531073,0,0,1.895,0,I did not recognise the person,,43084,0,0,2.438,0,I did not recognise the person,,252130,0,0,4.825,0,I did not recognise the person,,528673,0,0,2.819,0,I did not recognise the person,,160985,0,0,2.419,0,I did not recognise the person,,166777,0,0,5.188,0,I did not recognise the person,,400738,0,0,4.49,0,"I recognised the person, but I could not remember their name",,305561,0,0,1.558,0,I did not recognise the person,Lady Gaga,17782843,3.284,3.284,10.701,1,I got it right,,146167,0,0,1.673,0,I did not recognise the person,High School,Please write your answer below:,14,Science and Technology,Netherlands,,No,,IM_82lNBqJuIIrbCCN,Adequate,Good,Good,8-9.5 hours,Quite good,Prefer not to say,No,Yes,No,Lewis Hamilton
2019-10-30 08:41:52,2019-10-30 08:47:17,IP Address,137.56.47.175,100,324,True,2019-10-30 08:47:17,R_urgVEq9xwEl6J0d,,,,,51.58349609375,5.0995941162109375,anonymous,EN,Yes,FrMaBe16,,,,,,Brad Pitt,44849,0,0,4.047,0,I got it right,,332287,0,0,4.025,0,I did not recognise the person,,707815,1.341,1.341,5.914,1,"I recognised the person, but I could not remember their name",,204467,0,0,2.148,0,I did not recognise the person,,7352704,0,0,2.503,0,I did not recognise the person,,1084395,0,0,3.651,0,I did not recognise the person,,8979822,0,0,2.809,0,I did not recognise the person,Angelina Jolie,5792809,0,0,5.154,0,I got it right,Martin Luther King,20076,0,0,5.116,0,I got it right,Chackie Chan,144936,0,0,5.717,0,I got it right,Megan Fox,1769827,0,0,7.307,0,I got it right,,169408,0,0,2.582,0,I did not recognise the person,Madonna,142056,0,0,3.063,0,I got it right,,89265,0,0,2.111,0,I did not recognise the person,,146638,0,0,2.238,0,I did not recognise the person,,24953,2.764,2.764,4.324,1,I did not recognise the person,,215642,0,0,2.161,0,I did not recognise the person,Ashley Tisdale,2190438,0,0,14.576,0,I got it right,,20949091,0,0,7.871,0,"I recognised the person, but I could not remember their name",,2318278,0,0,6.135,0,"I recognised the person, but I could not remember their name",Associate's and/or Bachelor's degree,Please write your answer below:,17,Humanities,Netherlands,,No,,IM_6ro6G3R8qpOI1b7,Good,Quite good,Adequate,6-7.5 hours,Adequate,<1 glasses,No,No,,no suggestions
2019-10-30 08:38:04,2019-10-30 08:47:38,IP Address,137.56.11.108,100,573,True,2019-10-30 08:47:38,R_1EY8mYhf7XBAjDa,,,,,51.58349609375,5.0995941162109375,anonymous,EN,Yes,MATHAP07,,,,,,Steve Jobs,7412236,1.136,1.136,2.915,1,I got it right,,1031515,1.017,1.615,4.609,2,"I recognised the person, but I could not remember their name",,595,1.336,1.336,4.835,1,I did not recognise the person,,25530,2.572,2.572,2.808,1,"I recognised the person, but I could not remember their name",Athlete,63747,2.101,2.101,10.468,1,"I recognised the person, but I could not remember their name",,177840,1.15,1.15,1.665,1,I did not recognise the person,Scrubs,730484,1.436,1.436,11.409,1,"I recognised the person, but I could not remember their name",John Mayer,212187,1.821,3.876,5.648,2,I got it right,Professor Flitwick,493129,8.085,8.085,21.14,1,"I recognised the person, but I could not remember their name",,1838387,0,0,2.428,0,I did not recognise the person,Cameron Diaz,42104,1.206,1.206,3.641,1,I got it right,She's the mum in Sex Education,42238,8.656,8.656,15.336,1,"I recognised the person, but I could not remember their name",Eminem,4429395,1.414,1.414,3.05,1,I got it right,Orlando Bloom,9195868,1.216,1.216,5.149,1,I got it right,Kayne West,523032,1.171,1.171,3.853,1,I got it right,Johnny Depp,71870,1.179,1.179,6.636,1,I got it right,50 Cent,192481,1.763,1.763,5.24,1,I got it right,,20455,0,0,2.627,0,I did not recognise the person,,15135713,0,0,2.404,0,I did not recognise the person,,19672919,0,0,3.16,0,I did not recognise the person,Associate's and/or Bachelor's degree,Please write your answer below:,18,Humanities,Netherlands,,Yes,up to 5 years,IM_b91AVV97H2Pr9m5,Good,Quite good,Good,8-9.5 hours,Quite good,<1 glasses,No,No,,It's not clear if you get more study credits if you fill in the survey multiple times.
2019-10-30 08:40:53,2019-10-30 08:48:06,IP Address,137.56.34.69,100,432,True,2019-10-30 08:48:07,R_291jLvj4RyOGYbb,,,,,51.58349609375,5.0995941162109375,anonymous,EN,No,,Please write your answer below:,22,Female,,No,I don't know,51799,2.406,2.406,7.645,1,I did not recognise the person,Steve Jobs,7412236,1.633,4.771,5.357,3,I got it right,I don't know,26552,2.95,2.95,6.263,1,I did not recognise the person,I don't know,3747,3.277,6.814,7.338,2,I did not recognise the person,I don't know,352699,2.373,3.95,6.948,3,I did not recognise the person,I don't know,78834,2.56,2.56,8.926,1,I did not recognise the person,I don't know,327437,2.227,2.227,7.396,1,I did not recognise the person,Pope Fransiscus,39660,1.844,1.844,39.11,1,I did not recognise the person,I don't know,29427669,2.65,2.65,7.646,1,I did not recognise the person,,222417,3.93,5.396,7.557,2,I did not recognise the person,,345802,3.259,3.259,3.784,1,I did not recognise the person,,90239,1.164,1.164,1.995,1,I did not recognise the person,Eminem,4429395,2.632,2.632,5.127,1,I got it right,,3354295,2.29,2.29,2.679,1,I did not recognise the person,Michael Jackson,14995351,1.173,6.376,6.755,2,I got it right,,509997,0,0,2.061,0,I did not recognise the person,Taylor Lautner,13199916,2.544,2.544,35.22,1,I got it right,,4540726,0,0,2.392,0,I did not recognise the person,,156093,0,0,2.173,0,I did not recognise the person,Jessica Alba,343554,2.817,2.817,6.068,1,I got it right,Associate's and/or Bachelor's degree,Please write your answer below:,14,Humanities,Netherlands,HAFASI14,No,,IM_eEBneNX4zdufHeZ,Adequate,Adequate,Quite good,6-7.5 hours,Adequate,<1 glasses,No,No,,-
2019-10-30 08:44:19,2019-10-30 08:48:14,IP Address,137.56.60.154,100,235,True,2019-10-30 08:48:15,R_TbIxDSOKzO78VAl,,,,,51.58349609375,5.0995941162109375,anonymous,EN,Yes,00,,,,,,,8239846,2.866,2.866,4.848,1,I did not recognise the person,,412023,1.664,1.664,6.724,1,"I recognised the person, but I could not remember their name",Nadal,1439517,2.696,2.696,4.591,1,I got it right,Eminem,4429395,2.169,2.169,4.068,1,I got it right,Barak Obama,534366,2.389,2.389,5.294,1,I got it right,,147687,0,0,1.471,0,I did not recognise the person,,104492,0,0,5.404,0,I did not recognise the person,,415045,0,0,1.069,0,I did not recognise the person,Angeliena Jolie,5792809,2.191,2.191,9.612,1,I got it right,Who is this person?,2647835,2.113,7.37,8.357,6,"I got it wrong, but the correct name was “on the tip of my tongue”",,212686,0,0,1.158,0,I did not recognise the person,Koby,240940,1.985,2.578,5.625,2,"I got it wrong, but the correct name was “on the tip of my tongue”",,1031515,0,0,2.809,0,"I recognised the person, but I could not remember their name",,20913246,2.141,2.141,6.511,1,"I recognised the person, but I could not remember their name",,343560,0,0,1.867,0,I did not recognise the person,Jackson,14995351,2.002,2.002,4.172,1,I got it right,,414848,0,0,1.671,0,I did not recognise the person,,163893,0,0,1.633,0,I did not recognise the person,,164120,1.83,1.83,6.052,1,"I recognised the person, but I could not remember their name",,707815,0,0,1.14,0,I did not recognise the person,High School,Please write your answer below:,14,Science and Technology,Netherlands,,No,,IM_6ro6G3R8qpOI1b7,Good,Good,Adequate,,,,No,No,,x
2019-10-30 08:42:59,2019-10-30 08:48:15,IP Address,145.107.50.191,100,316,True,2019-10-30 08:48:16,R_OoHKEiScy75bVVn,,,,,51.58349609375,5.0995941162109375,anonymous,EN,Yes,HULIAM18,,,,,,,19008577,2.612,2.956,3.458,2,I did not recognise the person,Obama,534366,0.942,0.942,5.101,1,I got it right,,177854,1.912,1.912,2.269,1,I did not recognise the person,,159547,0,0,2.985,0,"I recognised the person, but I could not remember their name",,20455,0,0,1.756,0,I did not recognise the person,,25808,0,0,1.823,0,I did not recognise the person,,42148,12.865,14.347,14.742,3,I did not recognise the person,,42357,0,0,2.021,0,I did not recognise the person,taylor laugter,13199916,1.238,1.238,31.395,1,I got it right,"nemar ",15326144,1.331,11.388,11.734,2,I got it right,,240940,0,0,1.947,0,I did not recognise the person,,26909,0,0,1.786,0,I did not recognise the person,,48874,0,0,1.779,0,I did not recognise the person,,6803715,2.498,2.498,7.471,1,I did not recognise the person,,551643,0,0,1.491,0,"I recognised the person, but I could not remember their name",Chris he,1221476,1.309,1.309,7.119,1,I got it right,,5132,0,0,6.028,0,"I recognised the person, but I could not remember their name",Jason derulo,523032,1.889,1.889,18.136,1,"I got it wrong, but the correct name was “on the tip of my tongue”",,17450,1.667,1.667,1.982,1,I did not recognise the person,,59720,0,0,1.555,0,"I recognised the person, but I could not remember their name",Associate's and/or Bachelor's degree,Please write your answer below:,22,Humanities,Netherlands,,Yes,up to 5 years,IM_6ro6G3R8qpOI1b7,Good,Good,Good,8-9.5 hours,Good,,No,No,,no
2019-10-30 08:44:03,2019-10-30 08:48:46,IP Address,137.56.24.76,100,282,True,2019-10-30 08:48:46,R_1pT1A8RjJNolirX,,,,,51.58349609375,5.0995941162109375,anonymous,EN,Yes,ALDIDE13,,,,,,barack obama,534366,1.594,1.594,4.978,1,I got it right,,17782843,1.074,1.074,9.11,1,I did not recognise the person,,162870,2.313,2.313,3.173,1,I did not recognise the person,jackie chan,144936,2.455,2.455,6.302,1,I got it right,snoop dogg,88923,1.906,1.906,4.348,1,I got it right,,303225,4.448,4.448,7.484,1,I did not recognise the person,amanda,508717,1.91,1.91,14.959,1,I did not recognise the person,,168540,1.955,1.955,10.715,1,I did not recognise the person,kobe,31341,1.914,1.914,4.153,1,I did not recognise the person,miley cirus,8135890,1.397,1.397,3.625,1,I got it right,,158448,1.469,1.469,7.778,1,I did not recognise the person,,6967012,0,0,1.933,0,I did not recognise the person,,144829,1.389,1.389,2.787,1,I did not recognise the person,,159625,0.958,0.958,2.554,1,I did not recognise the person,,21131695,0,0,1.411,0,I did not recognise the person,,18589061,0,0,2.115,0,I did not recognise the person,jimi hendrix,16095,4.296,4.296,6.825,1,I got it right,,5052197,5.431,5.431,6.343,1,"I recognised the person, but I could not remember their name",,599745,0,0,2.582,0,I did not recognise the person,50 cent,192481,2.817,2.817,4.903,1,I got it right,Prefer not to say,Prefer not to say,,Science and Technology,Netherlands,,No,,IM_6ro6G3R8qpOI1b7,Good,Good,Adequate,8-9.5 hours,Adequate,Prefer not to say,No,No,,no
